HomeID,Date,Appliance,Room,Watts,HoursPerDay,SmartDevice
101,2025-07-07,Dryer,Laundry,3070,0.8,False
101,2025-07-07,Microwave,Kitchen,1050,0.6,False
101,2025-07-07,Laptop,Office,65,3.9,True
101,2025-07-07,Heater,Garage,1714,2.4,False
101,2025-07-07,Washing Machine,Laundry,547,1.0,False
101,2025-07-08,Washing Machine,Laundry,532,1.4,False
101,2025-07-08,Refrigerator,Kitchen,154,24.0,True
101,2025-07-08,Television,Living Room,195,3.7,True
101,2025-07-08,Heater,Garage,1692,2.7,False
101,2025-07-08,Laptop,Office,71,4.5,True
101,2025-07-09,Microwave,Kitchen,1131,0.4,False
101,2025-07-09,Laptop,Office,71,4.8,True
101,2025-07-09,Dryer,Laundry,2845,1.4,False
101,2025-07-09,Refrigerator,Kitchen,165,24.0,True
101,2025-07-09,Ceiling Fan,Bedroom,85,11.1,True
101,2025-07-09,Desk Lamp,Office,53,6.0,True
101,2025-07-09,Washing Machine,Laundry,533,1.3,False
101,2025-07-09,Heater,Garage,1687,4.5,True
101,2025-07-10,Air Conditioner,Bedroom,1562,9.7,False
101,2025-07-10,Desk Lamp,Office,50,3.5,True
101,2025-07-10,Refrigerator,Kitchen,158,24.0,True
101,2025-07-10,Heater,Garage,1957,3.0,False
101,2025-07-10,Dryer,Laundry,3105,1.1,False
101,2025-07-10,Microwave,Kitchen,1040,0.6,False
101,2025-07-11,Washing Machine,Laundry,534,1.6,False
101,2025-07-11,Refrigerator,Kitchen,158,24.0,True
101,2025-07-11,Laptop,Office,61,7.5,True
101,2025-07-11,Dryer,Laundry,3022,0.9,False
101,2025-07-11,Desk Lamp,Office,46,5.4,True
101,2025-07-11,Heater,Garage,1811,3.4,False
101,2025-07-11,Television,Living Room,228,3.1,True
101,2025-07-11,Ceiling Fan,Bedroom,84,8.7,True
101,2025-07-12,Heater,Garage,1997,2.7,False
101,2025-07-12,Laptop,Office,77,7.1,False
101,2025-07-12,Air Conditioner,Bedroom,1532,6.7,False
101,2025-07-12,Ceiling Fan,Bedroom,74,7.0,False
101,2025-07-12,Television,Living Room,218,2.4,True
101,2025-07-12,Dryer,Laundry,3060,1.1,True
101,2025-07-12,Microwave,Kitchen,1172,0.5,False
101,2025-07-12,Refrigerator,Kitchen,150,24.0,False
101,2025-07-13,Washing Machine,Laundry,527,1.1,False
101,2025-07-13,Laptop,Office,71,5.6,False
101,2025-07-13,Desk Lamp,Office,60,7.2,False
101,2025-07-13,Dryer,Laundry,3045,0.9,False
101,2025-07-13,Television,Living Room,201,4.0,True
101,2025-07-13,Heater,Garage,1754,4.0,False
101,2025-07-13,Refrigerator,Kitchen,169,24.0,True
101,2025-07-13,Microwave,Kitchen,1125,0.4,False
101,2025-07-14,Microwave,Kitchen,1279,0.3,False
101,2025-07-14,Ceiling Fan,Bedroom,76,6.6,False
101,2025-07-14,Desk Lamp,Office,56,3.4,True
101,2025-07-14,Air Conditioner,Bedroom,1559,5.8,False
101,2025-07-14,Laptop,Office,73,5.0,True
101,2025-07-15,Dryer,Laundry,3154,1.1,False
101,2025-07-15,Television,Living Room,223,2.6,True
101,2025-07-15,Microwave,Kitchen,1244,0.5,False
101,2025-07-15,Refrigerator,Kitchen,140,24.0,True
101,2025-07-15,Heater,Garage,1780,3.2,False
101,2025-07-15,Laptop,Office,79,3.9,True
101,2025-07-15,Air Conditioner,Bedroom,1409,5.5,True
101,2025-07-16,Air Conditioner,Bedroom,1577,4.4,False
101,2025-07-16,Dryer,Laundry,3097,1.5,True
101,2025-07-16,Microwave,Kitchen,1029,0.5,False
101,2025-07-16,Desk Lamp,Office,56,5.6,True
101,2025-07-16,Ceiling Fan,Bedroom,72,7.3,True
101,2025-07-16,Washing Machine,Laundry,486,1.4,True
101,2025-07-16,Laptop,Office,74,5.8,True
101,2025-07-16,Heater,Garage,1859,3.4,True
101,2025-07-17,Desk Lamp,Office,57,6.1,True
101,2025-07-17,Dryer,Laundry,2835,1.0,False
101,2025-07-17,Washing Machine,Laundry,474,1.7,False
101,2025-07-17,Air Conditioner,Bedroom,1585,6.7,True
101,2025-07-17,Microwave,Kitchen,1223,1.0,False
101,2025-07-17,Laptop,Office,61,5.2,True
101,2025-07-17,Ceiling Fan,Bedroom,83,11.6,True
101,2025-07-18,Microwave,Kitchen,1086,0.4,False
101,2025-07-18,Television,Living Room,230,2.3,True
101,2025-07-18,Laptop,Office,70,5.3,False
101,2025-07-18,Ceiling Fan,Bedroom,85,8.6,True
101,2025-07-18,Refrigerator,Kitchen,158,24.0,False
101,2025-07-18,Heater,Garage,1691,4.3,False
101,2025-07-18,Washing Machine,Laundry,477,1.3,False
101,2025-07-18,Desk Lamp,Office,57,7.3,True
101,2025-07-19,Dryer,Laundry,2814,1.3,False
101,2025-07-19,Air Conditioner,Bedroom,1441,9.1,False
101,2025-07-19,Refrigerator,Kitchen,162,24.0,True
101,2025-07-19,Desk Lamp,Office,57,5.6,True
101,2025-07-19,Television,Living Room,183,5.5,True
101,2025-07-20,Dryer,Laundry,3059,1.2,False
101,2025-07-20,Washing Machine,Laundry,506,1.0,False
101,2025-07-20,Refrigerator,Kitchen,160,24.0,True
101,2025-07-20,Air Conditioner,Bedroom,1495,6.2,False
101,2025-07-20,Desk Lamp,Office,55,4.4,True
101,2025-07-20,Heater,Garage,1822,4.0,True
101,2025-07-20,Microwave,Kitchen,1067,0.5,False
101,2025-07-21,Microwave,Kitchen,1275,0.4,False
101,2025-07-21,Washing Machine,Laundry,492,1.0,False
101,2025-07-21,Desk Lamp,Office,48,5.5,True
101,2025-07-21,Television,Living Room,216,3.6,False
101,2025-07-21,Ceiling Fan,Bedroom,74,10.3,False
101,2025-07-21,Dryer,Laundry,3063,1.0,False
101,2025-07-21,Air Conditioner,Bedroom,1596,9.1,False
101,2025-07-21,Laptop,Office,77,6.8,True
101,2025-07-22,Air Conditioner,Bedroom,1410,5.4,False
101,2025-07-22,Heater,Garage,1753,3.3,True
101,2025-07-22,Desk Lamp,Office,60,3.5,False
101,2025-07-22,Refrigerator,Kitchen,162,24.0,True
101,2025-07-22,Television,Living Room,207,3.5,True
101,2025-07-23,Laptop,Office,75,3.9,True
101,2025-07-23,Air Conditioner,Bedroom,1450,5.5,False
101,2025-07-23,Desk Lamp,Office,31,5.7,False
101,2025-07-23,Refrigerator,Kitchen,141,24.0,True
101,2025-07-23,Microwave,Kitchen,1173,0.8,False
101,2025-07-23,Television,Living Room,201,4.9,True
101,2025-07-24,Laptop,Office,67,3.7,True
101,2025-07-24,Air Conditioner,Bedroom,1483,9.8,False
101,2025-07-24,Desk Lamp,Office,32,3.1,True
101,2025-07-24,Television,Living Room,233,4.8,True
101,2025-07-24,Refrigerator,Kitchen,156,24.0,True
101,2025-07-24,Ceiling Fan,Bedroom,83,9.9,False
101,2025-07-24,Dryer,Laundry,2967,0.9,False
101,2025-07-24,Heater,Garage,1902,2.6,False
101,2025-07-25,Air Conditioner,Bedroom,1447,4.6,False
101,2025-07-25,Desk Lamp,Office,45,5.2,True
101,2025-07-25,Ceiling Fan,Bedroom,79,11.0,True
101,2025-07-25,Dryer,Laundry,2996,1.4,False
101,2025-07-25,Refrigerator,Kitchen,157,24.0,True
101,2025-07-26,Heater,Garage,1822,3.7,True
101,2025-07-26,Ceiling Fan,Bedroom,88,9.3,True
101,2025-07-26,Television,Living Room,237,4.1,True
101,2025-07-26,Microwave,Kitchen,1229,0.7,True
101,2025-07-26,Dryer,Laundry,2929,1.3,False
101,2025-07-26,Laptop,Office,75,3.7,True
101,2025-07-26,Air Conditioner,Bedroom,1520,7.7,False
101,2025-07-26,Refrigerator,Kitchen,143,24.0,True
101,2025-07-27,Washing Machine,Laundry,456,1.9,False
101,2025-07-27,Laptop,Office,68,6.6,True
101,2025-07-27,Heater,Garage,1814,3.2,False
101,2025-07-27,Television,Living Room,247,3.5,True
101,2025-07-27,Dryer,Laundry,3152,0.9,False
101,2025-07-27,Desk Lamp,Office,57,2.4,True
101,2025-07-27,Air Conditioner,Bedroom,1489,5.6,True
101,2025-07-27,Refrigerator,Kitchen,163,24.0,True
101,2025-07-28,Air Conditioner,Bedroom,1425,7.5,True
101,2025-07-28,Microwave,Kitchen,1088,0.5,True
101,2025-07-28,Desk Lamp,Office,35,7.0,True
101,2025-07-28,Refrigerator,Kitchen,153,24.0,True
101,2025-07-28,Television,Living Room,223,5.3,True
101,2025-07-28,Laptop,Office,80,3.8,True
101,2025-07-28,Dryer,Laundry,2858,1.4,False
101,2025-08-01,Dryer,Laundry,3171,1.5,False
101,2025-08-01,Desk Lamp,Office,48,7.2,True
101,2025-08-01,Ceiling Fan,Bedroom,73,8.6,True
101,2025-08-01,Microwave,Kitchen,1092,0.7,False
101,2025-08-01,Refrigerator,Kitchen,147,24.0,True
101,2025-08-01,Heater,Garage,1684,3.5,False
101,2025-08-01,Air Conditioner,Bedroom,1484,6.9,False
101,2025-08-01,Washing Machine,Laundry,465,1.3,False
101,2025-08-02,Dryer,Laundry,3057,1.0,False
101,2025-08-02,Desk Lamp,Office,48,5.4,True
101,2025-08-02,Microwave,Kitchen,1236,0.7,True
101,2025-08-02,Washing Machine,Laundry,539,1.5,False
101,2025-08-02,Refrigerator,Kitchen,152,24.0,True
101,2025-08-02,Laptop,Office,64,4.6,True
101,2025-08-03,Heater,Garage,1767,4.8,True
101,2025-08-03,Refrigerator,Kitchen,159,24.0,True
101,2025-08-03,Desk Lamp,Office,44,5.9,True
101,2025-08-03,Television,Living Room,204,3.0,True
101,2025-08-03,Washing Machine,Laundry,481,1.4,False
101,2025-08-03,Laptop,Office,66,7.2,True
101,2025-08-03,Microwave,Kitchen,1253,0.4,False
101,2025-08-04,Laptop,Office,68,5.8,True
101,2025-08-04,Television,Living Room,225,5.5,True
101,2025-08-04,Microwave,Kitchen,1233,0.3,True
101,2025-08-04,Refrigerator,Kitchen,168,24.0,True
101,2025-08-04,Ceiling Fan,Bedroom,89,7.7,False
101,2025-08-04,Dryer,Laundry,2825,1.2,False
101,2025-08-04,Air Conditioner,Bedroom,1505,4.2,False
101,2025-08-04,Desk Lamp,Office,42,3.4,True
101,2025-08-05,Washing Machine,Laundry,458,1.0,False
101,2025-08-05,Television,Living Room,235,4.3,True
101,2025-08-05,Desk Lamp,Office,53,3.6,False
101,2025-08-05,Refrigerator,Kitchen,154,24.0,False
101,2025-08-05,Air Conditioner,Bedroom,1588,4.7,False
101,2025-08-06,Air Conditioner,Bedroom,1544,8.3,False
101,2025-08-06,Dryer,Laundry,3085,1.0,True
101,2025-08-06,Heater,Garage,1995,2.5,False
101,2025-08-06,Refrigerator,Kitchen,154,24.0,True
101,2025-08-06,Washing Machine,Laundry,522,1.7,False
101,2025-08-06,Ceiling Fan,Bedroom,90,9.1,True
101,2025-08-06,Television,Living Room,184,4.7,True
101,2025-08-06,Desk Lamp,Office,43,4.2,True
101,2025-08-07,Television,Living Room,191,5.3,True
101,2025-08-07,Heater,Garage,1731,2.3,False
101,2025-08-07,Air Conditioner,Bedroom,1440,5.4,False
101,2025-08-07,Washing Machine,Laundry,489,1.0,False
101,2025-08-07,Ceiling Fan,Bedroom,84,9.8,True
101,2025-08-07,Microwave,Kitchen,1030,0.9,False
101,2025-08-07,Dryer,Laundry,3057,1.4,False
101,2025-08-08,Air Conditioner,Bedroom,1441,8.1,False
101,2025-08-08,Refrigerator,Kitchen,159,24.0,True
101,2025-08-08,Microwave,Kitchen,1152,0.8,False
101,2025-08-08,Heater,Garage,1899,4.3,False
101,2025-08-08,Ceiling Fan,Bedroom,85,9.0,False
101,2025-08-08,Dryer,Laundry,3014,1.4,False
101,2025-08-08,Desk Lamp,Office,43,6.9,True
101,2025-08-08,Laptop,Office,65,7.1,False
101,2025-08-09,Desk Lamp,Office,51,3.7,True
101,2025-08-09,Laptop,Office,68,6.3,False
101,2025-08-09,Air Conditioner,Bedroom,1592,8.0,False
101,2025-08-09,Dryer,Laundry,2984,1.2,False
101,2025-08-09,Microwave,Kitchen,1209,0.6,False
101,2025-08-09,Television,Living Room,196,3.7,True
101,2025-08-10,Microwave,Kitchen,1015,0.8,True
101,2025-08-10,Television,Living Room,247,5.4,True
101,2025-08-10,Dryer,Laundry,3088,1.2,False
101,2025-08-10,Heater,Garage,1707,3.0,True
101,2025-08-10,Laptop,Office,80,7.6,True
101,2025-08-10,Desk Lamp,Office,35,2.7,True
101,2025-08-11,Ceiling Fan,Bedroom,77,10.7,True
101,2025-08-11,Heater,Garage,1869,4.8,False
101,2025-08-11,Television,Living Room,181,3.8,True
101,2025-08-11,Air Conditioner,Bedroom,1578,8.0,False
101,2025-08-11,Dryer,Laundry,3009,1.3,False
101,2025-08-11,Refrigerator,Kitchen,167,24.0,True
101,2025-08-11,Washing Machine,Laundry,545,1.5,False
101,2025-08-11,Microwave,Kitchen,1193,0.7,False
101,2025-08-12,Ceiling Fan,Bedroom,78,7.2,False
101,2025-08-12,Microwave,Kitchen,1052,0.6,False
101,2025-08-12,Television,Living Room,190,3.5,True
101,2025-08-12,Washing Machine,Laundry,508,1.0,True
101,2025-08-12,Refrigerator,Kitchen,151,24.0,True
101,2025-08-12,Laptop,Office,63,7.2,True
101,2025-08-12,Heater,Garage,1888,4.8,False
101,2025-08-12,Air Conditioner,Bedroom,1502,8.3,False
101,2025-08-13,Air Conditioner,Bedroom,1477,6.4,False
101,2025-08-13,Ceiling Fan,Bedroom,82,6.8,True
101,2025-08-13,Desk Lamp,Office,50,5.8,True
101,2025-08-13,Refrigerator,Kitchen,170,24.0,True
101,2025-08-13,Heater,Garage,1860,4.3,False
101,2025-08-13,Washing Machine,Laundry,532,1.4,False
101,2025-08-13,Television,Living Room,236,2.5,False
101,2025-08-14,Laptop,Office,77,3.1,True
101,2025-08-14,Desk Lamp,Office,58,3.3,False
101,2025-08-14,Refrigerator,Kitchen,141,24.0,True
101,2025-08-14,Air Conditioner,Bedroom,1482,9.7,True
101,2025-08-14,Dryer,Laundry,3128,1.4,False
101,2025-08-14,Washing Machine,Laundry,466,1.5,False
101,2025-08-15,Microwave,Kitchen,1184,0.7,False
101,2025-08-15,Ceiling Fan,Bedroom,84,9.9,True
101,2025-08-15,Laptop,Office,75,3.1,True
101,2025-08-15,Dryer,Laundry,2803,1.0,False
101,2025-08-15,Desk Lamp,Office,34,7.3,True
101,2025-08-15,Refrigerator,Kitchen,145,24.0,True
101,2025-08-16,Ceiling Fan,Bedroom,89,8.3,True
101,2025-08-16,Desk Lamp,Office,35,5.0,True
101,2025-08-16,Television,Living Room,244,3.0,True
101,2025-08-16,Heater,Garage,1675,2.3,True
101,2025-08-16,Microwave,Kitchen,1174,0.6,False
101,2025-08-16,Laptop,Office,74,6.8,True
101,2025-08-16,Refrigerator,Kitchen,145,24.0,True
101,2025-08-17,Microwave,Kitchen,1163,0.8,False
101,2025-08-17,Laptop,Office,77,5.4,True
101,2025-08-17,Desk Lamp,Office,46,7.4,True
101,2025-08-17,Dryer,Laundry,2947,1.1,False
101,2025-08-17,Heater,Garage,1792,4.3,False
101,2025-08-17,Air Conditioner,Bedroom,1523,5.2,False
101,2025-08-17,Ceiling Fan,Bedroom,85,7.9,False
101,2025-08-17,Refrigerator,Kitchen,155,24.0,True
101,2025-08-18,Television,Living Room,205,5.6,False
101,2025-08-18,Microwave,Kitchen,1182,0.5,False
101,2025-08-18,Washing Machine,Laundry,506,1.2,True
101,2025-08-18,Laptop,Office,60,6.6,True
101,2025-08-18,Air Conditioner,Bedroom,1510,5.5,False
101,2025-08-18,Refrigerator,Kitchen,151,24.0,False
101,2025-08-19,Desk Lamp,Office,50,2.4,True
101,2025-08-19,Heater,Garage,1681,2.2,False
101,2025-08-19,Dryer,Laundry,3120,1.4,True
101,2025-08-19,Laptop,Office,79,7.0,True
101,2025-08-19,Television,Living Room,245,3.4,True
101,2025-08-19,Washing Machine,Laundry,487,1.9,False
101,2025-08-19,Air Conditioner,Bedroom,1558,8.9,False
101,2025-08-19,Ceiling Fan,Bedroom,90,6.1,False
101,2025-08-20,Ceiling Fan,Bedroom,90,9.8,True
101,2025-08-20,Air Conditioner,Bedroom,1547,6.1,False
101,2025-08-20,Television,Living Room,203,3.0,True
101,2025-08-20,Refrigerator,Kitchen,151,24.0,True
101,2025-08-20,Microwave,Kitchen,1038,1.0,False
101,2025-08-21,Television,Living Room,237,3.7,False
101,2025-08-21,Desk Lamp,Office,55,2.4,True
101,2025-08-21,Refrigerator,Kitchen,160,24.0,True
101,2025-08-21,Air Conditioner,Bedroom,1479,6.2,False
101,2025-08-21,Laptop,Office,73,7.2,True
101,2025-08-21,Washing Machine,Laundry,452,1.1,False
101,2025-08-21,Heater,Garage,1690,2.9,False
101,2025-08-22,Air Conditioner,Bedroom,1507,9.2,True
101,2025-08-22,Refrigerator,Kitchen,150,24.0,True
101,2025-08-22,Desk Lamp,Office,44,3.7,False
101,2025-08-22,Dryer,Laundry,3090,1.4,True
101,2025-08-22,Ceiling Fan,Bedroom,71,8.2,True
101,2025-08-23,Dryer,Laundry,2986,1.2,False
101,2025-08-23,Ceiling Fan,Bedroom,71,7.1,False
101,2025-08-23,Air Conditioner,Bedroom,1465,9.8,True
101,2025-08-23,Laptop,Office,73,7.4,True
101,2025-08-23,Television,Living Room,243,3.8,True
101,2025-08-23,Desk Lamp,Office,41,7.6,False
101,2025-08-24,Television,Living Room,219,2.9,False
101,2025-08-24,Dryer,Laundry,2840,1.3,False
101,2025-08-24,Microwave,Kitchen,1035,1.0,False
101,2025-08-24,Ceiling Fan,Bedroom,78,11.5,True
101,2025-08-24,Heater,Garage,1862,4.5,True
101,2025-08-24,Air Conditioner,Bedroom,1529,8.1,False
101,2025-08-24,Laptop,Office,68,6.7,True
101,2025-08-24,Washing Machine,Laundry,511,1.4,True
101,2025-08-25,Dryer,Laundry,2974,1.2,False
101,2025-08-25,Television,Living Room,231,4.5,True
101,2025-08-25,Ceiling Fan,Bedroom,75,9.3,False
101,2025-08-25,Washing Machine,Laundry,470,1.1,True
101,2025-08-25,Air Conditioner,Bedroom,1521,7.6,False
101,2025-08-26,Dryer,Laundry,2928,0.9,False
101,2025-08-26,Desk Lamp,Office,55,2.8,True
101,2025-08-26,Air Conditioner,Bedroom,1575,9.7,False
101,2025-08-26,Heater,Garage,1862,4.2,False
101,2025-08-26,Microwave,Kitchen,1166,0.6,False
101,2025-08-26,Refrigerator,Kitchen,141,24.0,False
101,2025-08-26,Television,Living Room,233,5.0,False
101,2025-08-27,Television,Living Room,226,4.3,False
101,2025-08-27,Microwave,Kitchen,1275,1.0,False
101,2025-08-27,Air Conditioner,Bedroom,1585,9.6,True
101,2025-08-27,Laptop,Office,79,8.0,True
101,2025-08-27,Refrigerator,Kitchen,169,24.0,True
101,2025-08-28,Microwave,Kitchen,1298,0.9,False
101,2025-08-28,Desk Lamp,Office,40,6.6,False
101,2025-08-28,Dryer,Laundry,3192,1.2,True
101,2025-08-28,Television,Living Room,215,5.6,True
101,2025-08-28,Washing Machine,Laundry,473,1.9,False
101,2025-08-28,Laptop,Office,61,3.8,True
101,2025-08-28,Air Conditioner,Bedroom,1560,4.8,False
101,2025-09-01,Refrigerator,Kitchen,144,24.0,True
101,2025-09-01,Ceiling Fan,Bedroom,85,7.8,True
101,2025-09-01,Dryer,Laundry,2940,1.0,False
101,2025-09-01,Laptop,Office,74,5.5,True
101,2025-09-01,Heater,Garage,1620,3.5,True
101,2025-09-01,Washing Machine,Laundry,480,1.7,False
101,2025-09-01,Television,Living Room,231,3.7,True
101,2025-09-02,Heater,Garage,1742,4.5,False
101,2025-09-02,Desk Lamp,Office,52,3.0,False
101,2025-09-02,Dryer,Laundry,3091,0.9,True
101,2025-09-02,Laptop,Office,60,5.6,True
101,2025-09-02,Refrigerator,Kitchen,154,24.0,True
101,2025-09-02,Television,Living Room,200,3.6,False
101,2025-09-02,Microwave,Kitchen,1166,0.7,False
101,2025-09-03,Heater,Garage,1981,3.5,False
101,2025-09-03,Refrigerator,Kitchen,158,24.0,False
101,2025-09-03,Ceiling Fan,Bedroom,77,8.8,True
101,2025-09-03,Dryer,Laundry,2924,1.2,True
101,2025-09-03,Desk Lamp,Office,47,5.0,True
101,2025-09-03,Washing Machine,Laundry,453,1.6,False
101,2025-09-03,Laptop,Office,80,4.9,False
101,2025-09-03,Microwave,Kitchen,1133,0.3,False
101,2025-09-04,Desk Lamp,Office,44,3.3,True
101,2025-09-04,Dryer,Laundry,2822,0.9,False
101,2025-09-04,Ceiling Fan,Bedroom,71,11.0,True
101,2025-09-04,Refrigerator,Kitchen,144,24.0,True
101,2025-09-04,Heater,Garage,1676,2.2,False
101,2025-09-04,Laptop,Office,62,4.0,True
101,2025-09-04,Television,Living Room,243,2.9,True
101,2025-09-05,Laptop,Office,77,8.0,True
101,2025-09-05,Washing Machine,Laundry,538,1.8,False
101,2025-09-05,Microwave,Kitchen,1051,0.5,False
101,2025-09-05,Desk Lamp,Office,33,7.6,True
101,2025-09-05,Heater,Garage,1976,3.3,False
101,2025-09-06,Refrigerator,Kitchen,165,24.0,True
101,2025-09-06,Heater,Garage,1757,2.7,False
101,2025-09-06,Desk Lamp,Office,35,3.2,True
101,2025-09-06,Ceiling Fan,Bedroom,75,9.7,True
101,2025-09-06,Dryer,Laundry,2893,1.2,False
101,2025-09-06,Microwave,Kitchen,1150,1.0,False
101,2025-09-06,Washing Machine,Laundry,546,1.2,False
101,2025-09-07,Refrigerator,Kitchen,159,24.0,True
101,2025-09-07,Heater,Garage,1697,3.0,True
101,2025-09-07,Dryer,Laundry,2948,1.3,True
101,2025-09-07,Desk Lamp,Office,59,7.6,True
101,2025-09-07,Television,Living Room,237,4.7,True
101,2025-09-08,Refrigerator,Kitchen,142,24.0,True
101,2025-09-08,Desk Lamp,Office,36,3.8,False
101,2025-09-08,Laptop,Office,67,7.0,True
101,2025-09-08,Air Conditioner,Bedroom,1505,9.8,False
101,2025-09-08,Television,Living Room,218,2.2,True
101,2025-09-08,Heater,Garage,1797,2.7,False
101,2025-09-08,Washing Machine,Laundry,468,1.8,False
101,2025-09-09,Desk Lamp,Office,45,7.4,True
101,2025-09-09,Microwave,Kitchen,1030,0.8,False
101,2025-09-09,Dryer,Laundry,3170,0.9,False
101,2025-09-09,Laptop,Office,69,4.3,True
101,2025-09-09,Washing Machine,Laundry,466,1.9,False
101,2025-09-09,Television,Living Room,229,5.1,True
101,2025-09-09,Air Conditioner,Bedroom,1594,8.5,False
101,2025-09-09,Heater,Garage,1844,4.6,False
101,2025-09-10,Heater,Garage,1796,2.6,False
101,2025-09-10,Microwave,Kitchen,1274,1.0,False
101,2025-09-10,Refrigerator,Kitchen,160,24.0,True
101,2025-09-10,Desk Lamp,Office,41,4.7,True
101,2025-09-10,Washing Machine,Laundry,517,1.8,False
101,2025-09-11,Microwave,Kitchen,1170,0.4,False
101,2025-09-11,Heater,Garage,1892,2.2,True
101,2025-09-11,Desk Lamp,Office,45,4.5,True
101,2025-09-11,Dryer,Laundry,2862,1.4,False
101,2025-09-11,Refrigerator,Kitchen,141,24.0,True
101,2025-09-11,Ceiling Fan,Bedroom,88,8.8,True
101,2025-09-12,Laptop,Office,68,6.6,True
101,2025-09-12,Microwave,Kitchen,1287,0.7,False
101,2025-09-12,Air Conditioner,Bedroom,1448,5.4,False
101,2025-09-12,Washing Machine,Laundry,525,1.5,False
101,2025-09-12,Television,Living Room,240,5.9,False
101,2025-09-12,Refrigerator,Kitchen,164,24.0,True
101,2025-09-12,Dryer,Laundry,2826,1.4,True
101,2025-09-12,Desk Lamp,Office,31,6.2,True
101,2025-09-13,Dryer,Laundry,2952,1.1,False
101,2025-09-13,Television,Living Room,238,5.3,True
101,2025-09-13,Ceiling Fan,Bedroom,77,7.4,True
101,2025-09-13,Microwave,Kitchen,1115,0.5,False
101,2025-09-13,Desk Lamp,Office,57,7.5,True
101,2025-09-13,Refrigerator,Kitchen,152,24.0,True
101,2025-09-14,Refrigerator,Kitchen,165,24.0,True
101,2025-09-14,Microwave,Kitchen,1049,0.7,False
101,2025-09-14,Heater,Garage,1625,2.1,False
101,2025-09-14,Desk Lamp,Office,51,5.7,True
101,2025-09-14,Laptop,Office,73,6.4,True
101,2025-09-14,Television,Living Room,204,2.0,True
101,2025-09-14,Washing Machine,Laundry,479,1.5,False
101,2025-09-14,Air Conditioner,Bedroom,1561,5.5,False
101,2025-09-15,Television,Living Room,212,2.1,True
101,2025-09-15,Dryer,Laundry,3128,0.8,False
101,2025-09-15,Refrigerator,Kitchen,149,24.0,False
101,2025-09-15,Microwave,Kitchen,1254,0.5,False
101,2025-09-15,Air Conditioner,Bedroom,1588,9.4,False
101,2025-09-15,Desk Lamp,Office,45,5.9,True
101,2025-09-15,Ceiling Fan,Bedroom,85,11.9,True
101,2025-09-16,Television,Living Room,195,2.1,True
101,2025-09-16,Laptop,Office,80,7.8,True
101,2025-09-16,Washing Machine,Laundry,477,1.8,False
101,2025-09-16,Desk Lamp,Office,50,2.1,False
101,2025-09-16,Ceiling Fan,Bedroom,86,7.6,True
101,2025-09-17,Washing Machine,Laundry,505,1.8,False
101,2025-09-17,Air Conditioner,Bedroom,1549,6.8,False
101,2025-09-17,Ceiling Fan,Bedroom,74,7.3,True
101,2025-09-17,Television,Living Room,182,5.9,False
101,2025-09-17,Desk Lamp,Office,50,2.8,False
101,2025-09-17,Refrigerator,Kitchen,143,24.0,True
101,2025-09-17,Dryer,Laundry,3025,1.3,False
101,2025-09-18,Television,Living Room,200,5.4,True
